direction,Jplus,Jminus,FD,adjointPred,pred_over_FD
rand0,322.022032966,322.028330438,-0.3935920000017745,26.778493620761893,-68.03617355190441
rand1,322.024249589,322.027159698,-0.1818818124981192,-1517.007075613641,8340.619959619811
rand2,322.025938247,322.024829446,0.06930006249916687,411.3167902464622,5935.3018657293
rand3,322.026292887,322.02421597,0.1298073125006738,354.54693270022017,2731.3325102419003
rand4,322.022539049,322.026447908,-0.24430368750216758,-724.4503317041837,2965.3679775003643
uniform_blob,322.045139544,322.009802679,2.2085540624985356,3689.699831887428,1670.640485799688
uniform_band,322.051792517,321.999170915,3.2888501250027957,6228.48715257046,1893.8190905142465
